Name,Full Address,Street,Municipality,Categories,Price,Phone,Claimed,Review Count,Average Rating,Review Url,Cid,Featured Image,Latitude,Longitude,Website,Domain,Opening Hours,Google Knowledge Url,Kgmid,Google Maps Url,Place Id,Emails,Facebook Links,Instagram Links,Youtube Links,Tiktok Links,Linkedin Links,Twitter Links,Yelp Links,Pinterest Links,Search Keyword
Imenso Software - Software Development Company in USA,"2096 White Plains Rd Unit #3001, Bronx, NY 10462",2096 White Plains Rd Unit #3001,"Bronx, NY 10462",Software company,,(315) 352-0305,NO,,5,https://search.google.com/local/reviews?placeid=ChIJ97V6Mun1wokRD7UPT9qIY1g&authuser=0&hl=en&gl=US,6369084769242690831,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R-JmDZ3yXzLoc3CgRN5Dqw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=99.47639&pitch=0&thumbfov=100,40.853163699999996,-73.86740499999999,www.imensosoftware.com/,imensosoftware.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11v_3t8_2t,/g/11v_3t8_2t,https://www.google.com/maps?cid=6369084769242690831,ChIJ97V6Mun1wokRD7UPT9qIY1g,,,,,,,,,,software company in United States of America
Trango Tech New York - Mobile App development Company,"459 Columbus Ave unit 1090, New York, NY 10024",459 Columbus Ave unit 1090,"New York, NY 10024",Software company,,(833) 442-2270,YES,,4.8,https://search.google.com/local/reviews?placeid=ChIJKzaUn_KNbSMRac-UQyoHvUw&authuser=0&hl=en&gl=US,5529583795584683881,,40.7837187,-73.973889,trangotech.com/mobile/app-development-new-york-city/?utm_source=GMB&utm_medium=GMB+NYC&utm_campaign=GMB+NYC,trangotech.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11v5x4qgz5,/g/11v5x4qgz5,https://www.google.com/maps?cid=5529583795584683881,ChIJKzaUn_KNbSMRac-UQyoHvUw,,,,,,,,,,software company in United States of America
App Development Companies,"285 Fulton St Suite 8500, New York, NY 10007",285 Fulton St Suite 8500,"New York, NY 10007",Software company,,(646) 571-3497,YES,,5,https://search.google.com/local/reviews?placeid=ChIJ6-wdupNbwokR973lA63w2bI&authuser=0&hl=en&gl=US,12887596434582781431,,40.713637999999996,-74.0087211,appdevelopmentcompanies.co/,appdevelopmentcompanies.co,Sunday(2026-02-01): [Open 24 hours],https://www.google.com/search?kgmid=/g/11hyfw3wrj,/g/11hyfw3wrj,https://www.google.com/maps?cid=12887596434582781431,ChIJ6-wdupNbwokR973lA63w2bI,,,,,,,,,,software company in United States of America
TechnBrains New York - Mobile App Development Company,"165 Broadway Suite # 1007, 23rd Floor, New York, NY 10006",165 Broadway Suite # 1007,23rd Floor,Software company,,(833) 888-6032,YES,,4.7,https://search.google.com/local/reviews?placeid=ChIJoW2HOJxbwokR_Kz4OpaGs9w&authuser=0&hl=en&gl=US,15903202688967945468,,40.709619499999995,-74.01050839999999,www.technbrains.com/locations/mobile-app-development-company-new-york-city?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-nyc&utm_id=gmb-nyc,technbrains.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11kvr3sfbp,/g/11kvr3sfbp,https://www.google.com/maps?cid=15903202688967945468,ChIJoW2HOJxbwokR_Kz4OpaGs9w,,,,,,,,,,software company in United States of America
Cuelogic Technologies An LTI Company,"134 W 29th St #610, New York, NY 10001",134 W 29th St #610,"New York, NY 10001",Software company,,(347) 374-8437,NO,,4.3,https://search.google.com/local/reviews?placeid=ChIJhcHnd69ZwokR0l7DMAOkXFI&authuser=0&hl=en&gl=US,5934798742577438418,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QXRlPIVaCp_bluVbqtN5Jw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=209.85324&pitch=0&thumbfov=100,40.7471397,-73.9917813,www.cuelogic.com/custom-software-development,cuelogic.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11c1rs8xbq,/g/11c1rs8xbq,https://www.google.com/maps?cid=5934798742577438418,ChIJhcHnd69ZwokR0l7DMAOkXFI,,,,,,,,,,software company in United States of America
DOMYNATE NYC,"40 Wall St, New York, NY 10005",40 Wall St,"New York, NY 10005",Software company,,(646) 389-2789,NO,,5,https://search.google.com/local/reviews?placeid=ChIJl1utfEpbwokR04-WUytBwR0&authuser=0&hl=en&gl=US,2144066551946842067,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hq9t8QrdVSq-oWXMUAdz7w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=34.86457&pitch=0&thumbfov=100,40.7068657,-74.0097069,,,Sunday(2026-02-01): [Open 24 hours],https://www.google.com/search?kgmid=/g/11lr24nmh2,/g/11lr24nmh2,https://www.google.com/maps?cid=2144066551946842067,ChIJl1utfEpbwokR04-WUytBwR0,,,,,,,,,,software company in United States of America
"ANGLER Technologies USA Inc - Development of Android & iOS Mobile Apps, Open Source & Microsoft, End-to-end Software Testing","305 Madison Ave #449, New York, NY 10165",305 Madison Ave #449,"New York, NY 10165",Software company,,(646) 290-8609,YES,,,https://search.google.com/local/reviews?placeid=ChIJB4AsfHtZwokRMwUAITA6nig&authuser=0&hl=en&gl=US,2926840786223891763,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_LR822D_u1Mrd_rrC1kSfg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=109.53937&pitch=0&thumbfov=100,40.7523183,-73.9792271,www.angleritech.com/,angleritech.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11hywk971p,/g/11hywk971p,https://www.google.com/maps?cid=2926840786223891763,ChIJB4AsfHtZwokRMwUAITA6nig,,,,,,,,,,software company in United States of America
American Software,"29-31 Freeman St, Newark, NJ 07105",29-31 Freeman St,"Newark, NJ 07105",Software company,,(212) 219-4014,NO,,,https://search.google.com/local/reviews?placeid=ChIJVVUlbvNTwokRWkKOsQ7XSo8&authuser=0&hl=en&gl=US,10325301553808687706,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m03L1wndaOarrqxoyh2dYg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=272.72784&pitch=0&thumbfov=100,40.7327286,-74.14534259999999,www.american-software.com/,american-software.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11h06n4mnn,/g/11h06n4mnn,https://www.google.com/maps?cid=10325301553808687706,ChIJVVUlbvNTwokRWkKOsQ7XSo8,,,,,,,,,,software company in United States of America
Vention,"575 Lexington Ave Floor 14, New York, NY 10022",575 Lexington Ave Floor 14,"New York, NY 10022",Software company,,(718) 374-5043,YES,,4.9,https://search.google.com/local/reviews?placeid=ChIJiwkSWvxYwokRk5NPIfqFYlQ&authuser=0&hl=en&gl=US,6080569756250772371,,40.7573686,-73.97149809999999,ventionteams.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-ny,ventionteams.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11fzfc1ds4,/g/11fzfc1ds4,https://www.google.com/maps?cid=6080569756250772371,ChIJiwkSWvxYwokRk5NPIfqFYlQ,,,,,,,,,,software company in United States of America
Software Company Brooklyn,"910 Grand St, Brooklyn, NY 11211",910 Grand St,"Brooklyn, NY 11211",Software company,,(404) 800-2589,NO,,2,https://search.google.com/local/reviews?placeid=ChIJydyXGW5ZwokR3C9BUFBiLLI&authuser=0&hl=en&gl=US,12838744734809796572,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KVsKZC85T83RRCOR6GXTcg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=183.49821&pitch=0&thumbfov=100,40.7123847,-73.9377762,,,,https://www.google.com/search?kgmid=/g/11g180tlq9,/g/11g180tlq9,https://www.google.com/maps?cid=12838744734809796572,ChIJydyXGW5ZwokR3C9BUFBiLLI,,,,,,,,,,software company in United States of America
U S Software Inc,"197-17 100th Ave, Hollis, NY 11423",197-17 100th Ave,"Hollis, NY 11423",Software company,,(646) 766-8222,NO,,,https://search.google.com/local/reviews?placeid=ChIJc3uOauRhwokRIJZPuHNpJuc&authuser=0&hl=en&gl=US,16656116217610737184,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b74IXTvcDKh622nwLt9CqQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=235.4958&pitch=0&thumbfov=100,40.7103979,-73.7615412,ussoftwareinc.com/,ussoftwareinc.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11shkghrqh,/g/11shkghrqh,https://www.google.com/maps?cid=16656116217610737184,ChIJc3uOauRhwokRIJZPuHNpJuc,,,,,,,,,,software company in United States of America
"OTS Solutions - Leading IT Consulting and Services Firm in New York, USA","315 W 36th St., New York, NY 10018",315 W 36th St.,"New York, NY 10018",Software company,,(732) 588-7500,YES,,5,https://search.google.com/local/reviews?placeid=ChIJnbr2woa4w4kRwYyx2QXbmVY&authuser=0&hl=en&gl=US,6240259576872144065,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oOYZ6Z6G0jNyr2qZF5OYHQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=27.877762&pitch=0&thumbfov=100,40.754057499999995,-73.9933502,www.otssolutions.com/,otssolutions.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11bycjyh_h,/g/11bycjyh_h,https://www.google.com/maps?cid=6240259576872144065,ChIJnbr2woa4w4kRwYyx2QXbmVY,,,,,,,,,,software company in United States of America
SAP America Inc.,"10 Hudson Yards, Manhattan, NY 10001",10 Hudson Yards,"Manhattan, NY 10001","Software company, Corporate office",,(212) 653-9600,YES,,4.8,https://search.google.com/local/reviews?placeid=ChIJkY_kHO1ZwokRQWVSxXcQMpQ&authuser=0&hl=en&gl=US,10678615773046531393,,40.7530467,-74.0013669,www.sap.com/?url_id=Google_Maps,sap.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/1tcvq5hq,/g/1tcvq5hq,https://www.google.com/maps?cid=10678615773046531393,ChIJkY_kHO1ZwokRQWVSxXcQMpQ,,,,,,,,,,software company in United States of America
Eze Software - New York Office,"622 3rd Ave, New York, NY 10017",622 3rd Ave,"New York, NY 10017",Software company,,(617) 316-1000,NO,,5,https://search.google.com/local/reviews?placeid=ChIJHwqo_wFZwokRPRlaaxplTxE&authuser=0&hl=en&gl=US,1247326785949538621,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PwPzFQ153oQY6kFfRKNTsg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=295.95813&pitch=0&thumbfov=100,40.7497025,-73.975504,www.ezesoft.com/company/office-locations,ezesoft.com,,https://www.google.com/search?kgmid=/g/1vv2t4j7,/g/1vv2t4j7,https://www.google.com/maps?cid=1247326785949538621,ChIJHwqo_wFZwokRPRlaaxplTxE,,,,,,,,,,software company in United States of America
"ESoftware Associates, Inc - Microsoft 365, SharePoint, Copilot & Power Platform Experts","228 Park Ave S #28801, New York, NY 10003",228 Park Ave S #28801,"New York, NY 10003","Software company, Computer support and services, Computer training school, Consultant, Data entry service, Computer consultant",,(800) 682-0882,YES,,5,https://search.google.com/local/reviews?placeid=ChIJs5Cx1KVZwokRBAc_QiOIRZY&authuser=0&hl=en&gl=US,10828210564098885380,,40.7377307,-73.9884187,www.eswcompany.com/,eswcompany.com,Sunday(2026-02-01): [Open 24 hours],https://www.google.com/search?kgmid=/g/1tl7pmvl,/g/1tl7pmvl,https://www.google.com/maps?cid=10828210564098885380,ChIJs5Cx1KVZwokRBAc_QiOIRZY,,,,,,,,,,software company in United States of America
"Thoughtworks, Inc.","99 Madison Ave 12th Floor, New York, NY 10016",99 Madison Ave 12th Floor,"New York, NY 10016",Software company,,(646) 412-5200,YES,,4.5,https://search.google.com/local/reviews?placeid=ChIJQ7L6xKdZwokR344EGhQbe3o&authuser=0&hl=en&gl=US,8825677667912421087,,40.744701,-73.98491349999999,www.thoughtworks.com/,thoughtworks.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/1ydddky33,/g/1ydddky33,https://www.google.com/maps?cid=8825677667912421087,ChIJQ7L6xKdZwokR344EGhQbe3o,,,,,,,,,,software company in United States of America
Asahi Technologies LLC,"1460 Broadway, New York, NY 10036",1460 Broadway,"New York, NY 10036",Software company,,(212) 717-1812,YES,,5,https://search.google.com/local/reviews?placeid=ChIJPUclyqlZwokRzXLO-NfCcoQ&authuser=0&hl=en&gl=US,9543904793199538893,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K0PxcJ3iVCyvQ06jGZ3E1g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=32.979626&pitch=0&thumbfov=100,40.7551279,-73.9861749,asahitechnologies.com/,asahitechnologies.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/1s048pkc5,/g/1s048pkc5,https://www.google.com/maps?cid=9543904793199538893,ChIJPUclyqlZwokRzXLO-NfCcoQ,,,,,,,,,,software company in United States of America
Software Development Company in New York | DIS SOFTWARE,"70 W 83rd St, New York, NY 10024",70 W 83rd St,"New York, NY 10024",Software company,,(305) 998-8050,YES,,,https://search.google.com/local/reviews?placeid=ChIJndxLijdZwokRdXbpOpfop9E&authuser=0&hl=en&gl=US,15107299211263702645,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PPtEyhquPAU1rY_LSj1V7g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=204.26778&pitch=0&thumbfov=100,40.7843021,-73.973338,dissoftware.com/,dissoftware.com,Sunday(2026-02-01): [9 AM–6 PM],https://www.google.com/search?kgmid=/g/11rvbs61p6,/g/11rvbs61p6,https://www.google.com/maps?cid=15107299211263702645,ChIJndxLijdZwokRdXbpOpfop9E,,,,,,,,,,software company in United States of America
Check Point Software,"1155 6th Ave #2500, New York, NY 10036",1155 6th Ave #2500,"New York, NY 10036",Software company,,(212) 764-6247,NO,,5,https://search.google.com/local/reviews?placeid=ChIJD7QJOgBZwokRiIqPsuTaxc8&authuser=0&hl=en&gl=US,14971613212046232200,,40.756665999999996,-73.9834207,www.checkpoint.com/about-us/contact-us/,checkpoint.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/1hcb1vxxv,/g/1hcb1vxxv,https://www.google.com/maps?cid=14971613212046232200,ChIJD7QJOgBZwokRiIqPsuTaxc8,,,,,,,,,,software company in United States of America
Inova Software Inc.,"15 Maiden Ln # 908, New York, NY 10038",15 Maiden Ln # 908,"New York, NY 10038",Software company,,(212) 608-0771,YES,,5,https://search.google.com/local/reviews?placeid=ChIJrYCueBhawokRpZyjQhPxfY4&authuser=0&hl=en&gl=US,10267627790499290277,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Fsf5R5fBLBvlUaP88js4sA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=46.48821&pitch=0&thumbfov=100,40.7095517,-74.0092775,inova.io/,inova.io,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/1hc3qt2_x,/g/1hc3qt2_x,https://www.google.com/maps?cid=10267627790499290277,ChIJrYCueBhawokRpZyjQhPxfY4,,,,,,,,,,software company in United States of America
Unite Us,"217 Broadway floor 8, New York, NY 10007",217 Broadway floor 8,"New York, NY 10007",Software company,,,YES,,3.7,https://search.google.com/local/reviews?placeid=ChIJfR7i1BhawokRGFsAIy6Zxr4&authuser=0&hl=en&gl=US,13746843336029788952,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MSakdcv1AA3HvdHUg07AHg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=312.31793&pitch=0&thumbfov=100,40.7117094,-74.0086978,www.uniteus.com/,uniteus.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/1ptwhlxrw,/g/1ptwhlxrw,https://www.google.com/maps?cid=13746843336029788952,ChIJfR7i1BhawokRGFsAIy6Zxr4,,,,,,,,,,software company in United States of America
AIS Technolabs- Software & App Development Company in New York | Web Design & Development,"303 5th Ave #211, New York, NY 10016",303 5th Ave #211,"New York, NY 10016","Software company, Internet marketing service, Website designer",,(917) 746-0700,YES,,5,https://search.google.com/local/reviews?placeid=ChIJR-kwYahZwokRTfyWSA8KQXk&authuser=0&hl=en&gl=US,8737275812834114637,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H1JvgOvW4P-IclclpuXebw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=110.828896&pitch=0&thumbfov=100,40.746615899999995,-73.9856125,www.aistechnolabs.com/,aistechnolabs.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11ddyh_1py,/g/11ddyh_1py,https://www.google.com/maps?cid=8737275812834114637,ChIJR-kwYahZwokRTfyWSA8KQXk,,,,,,,,,,software company in United States of America
American WorkFlows Enterprise Software Company (AWF),"34-18 Northern Blvd FL 3 Office 44, Long Island City, NY 11101",34-18 Northern Blvd FL 3 Office 44,"Long Island City, NY 11101",Software company,,(347) 716-9366,YES,,5,https://search.google.com/local/reviews?placeid=ChIJAaaUeHxfwokRN51jVLwTEY8&authuser=0&hl=en&gl=US,10309042721618369847,,40.7517984,-73.9291393,marvelouscrm.com/,marvelouscrm.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11xffcxz90,/g/11xffcxz90,https://www.google.com/maps?cid=10309042721618369847,ChIJAaaUeHxfwokRN51jVLwTEY8,,,,,,,,,,software company in United States of America
Jafton | Mobile App Development New York,"222 Broadway, New York, NY 10038",222 Broadway,"New York, NY 10038",Software company,,(212) 499-0000,YES,,5,https://search.google.com/local/reviews?placeid=ChIJU3giqqhQwokRlpbAYJVp6eM&authuser=0&hl=en&gl=US,16422773606477502102,,40.7107509,-74.00812169999999,www.jafton.com/top-mobile-app-development-company-in-new-york?utm_source=google_maps&utm_campaign=new_york_location+,jafton.com,,https://www.google.com/search?kgmid=/g/11hy_xmj85,/g/11hy_xmj85,https://www.google.com/maps?cid=16422773606477502102,ChIJU3giqqhQwokRlpbAYJVp6eM,,,,,,,,,,software company in United States of America
HiTech Americas,"1330 6th Ave, New York, NY 10019",1330 6th Ave,"New York, NY 10019",Software company,,(646) 327-8442,YES,,5,https://search.google.com/local/reviews?placeid=ChIJh4-L7WdotwsRtNYLoGoBgf4&authuser=0&hl=en&gl=US,18338940715092661940,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=35efGqshl95FwY8lIUU_AQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=87.76701&pitch=0&thumbfov=100,40.7619499,-73.97848119999999,hitechamericas.com/,hitechamericas.com,Sunday(2026-02-01): [8 AM–10 PM],https://www.google.com/search?kgmid=/g/11v5t7tz86,/g/11v5t7tz86,https://www.google.com/maps?cid=18338940715092661940,ChIJh4-L7WdotwsRtNYLoGoBgf4,,,,,,,,,,software company in United States of America
United Software Developers Inc,"2913 Ave V, Brooklyn, NY 11229",2913 Ave V,"Brooklyn, NY 11229",Software company,,(212) 840-5091,YES,,5,https://search.google.com/local/reviews?placeid=ChIJpyNndmREwokRP4P0zRhmCHs&authuser=0&hl=en&gl=US,8865448123199423295,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wJAmgZuJW56pmjR1igTNSA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=337.51752&pitch=0&thumbfov=100,40.598386,-73.9419868,www.usdsoftware.com/,usdsoftware.com,,https://www.google.com/search?kgmid=/g/1tggbwr9,/g/1tggbwr9,https://www.google.com/maps?cid=8865448123199423295,ChIJpyNndmREwokRP4P0zRhmCHs,,,,,,,,,,software company in United States of America
