Name,Full Address,Street,Municipality,Categories,Price,Phone,Claimed,Review Count,Average Rating,Review Url,Cid,Featured Image,Latitude,Longitude,Website,Domain,Opening Hours,Google Knowledge Url,Kgmid,Google Maps Url,Place Id,Emails,Facebook Links,Instagram Links,Youtube Links,Tiktok Links,Linkedin Links,Twitter Links,Yelp Links,Pinterest Links,Search Keyword
"Princeton IT Services, Inc.","500 Alexander Park Dr #301, Princeton, NJ 08540",500 Alexander Park Dr #301,"Princeton, NJ 08540","Software company, Business management consultant, Computer networking service, Computer service, Consultant, Data recovery service, Database management company, Website designer",,(212) 507-9350,YES,,5,https://search.google.com/local/reviews?placeid=ChIJL0zrGDRbwokRSjYVHvdYhLk&authuser=0&hl=en&gl=US,13367907412327347786,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bJjGsKyt9iU4BPoZv-XtwA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=214.8993&pitch=0&thumbfov=100,40.3204626,-74.6318543,princetonits.com/,princetonits.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11j1jqgdtt,/g/11j1jqgdtt,https://www.google.com/maps?cid=13367907412327347786,ChIJL0zrGDRbwokRSjYVHvdYhLk,,,,,,,,,,IT services company in United States of America
TechPulse | IT Support Company and Managed IT Services in New York,"79 Madison Ave 8th floor, New York, NY 10016",79 Madison Ave 8th floor,"New York, NY 10016","Computer support and services, Business management consultant, Business networking company, Business to business service, Computer consultant, Computer networking service, Computer security service, Computer service, Data recovery service, Software company",,(855) 512-6825,YES,,4.3,https://search.google.com/local/reviews?placeid=ChIJQ5pgt6dZwokRtfz-SY926pI&authuser=0&hl=en&gl=US,10586404231881620661,,40.7441281,-73.9853114,techpulse.com/managed-it-services-new-york/?utm_source=gbp&utm_medium=gbp&utm_campaign=gbp_organic,techpulse.com,Sunday(2026-02-01): [Open 24 hours],https://www.google.com/search?kgmid=/g/11fx95w7rg,/g/11fx95w7rg,https://www.google.com/maps?cid=10586404231881620661,ChIJQ5pgt6dZwokRtfz-SY926pI,,,,,,,,,,IT services company in United States of America
Sparx IT Solutions,"477 Madison Ave 6th floor, New York, NY 10022",477 Madison Ave 6th floor,"New York, NY 10022","Software company, Computer support and services, Website designer",,(917) 775-9550,YES,,4.9,https://search.google.com/local/reviews?placeid=ChIJFZLLau1ZwokRi9AmXwgE0Jg&authuser=0&hl=en&gl=US,11011305522923491467,,40.758558,-73.9746236,www.sparxitsolutions.com/,sparxitsolutions.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11h3btcpbr,/g/11h3btcpbr,https://www.google.com/maps?cid=11011305522923491467,ChIJFZLLau1ZwokRi9AmXwgE0Jg,,,,,,,,,,IT services company in United States of America
Vention,"575 Lexington Ave Floor 14, New York, NY 10022",575 Lexington Ave Floor 14,"New York, NY 10022",Software company,,(718) 374-5043,YES,,4.9,https://search.google.com/local/reviews?placeid=ChIJiwkSWvxYwokRk5NPIfqFYlQ&authuser=0&hl=en&gl=US,6080569756250772371,,40.7573686,-73.97149809999999,ventionteams.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-ny,ventionteams.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11fzfc1ds4,/g/11fzfc1ds4,https://www.google.com/maps?cid=6080569756250772371,ChIJiwkSWvxYwokRk5NPIfqFYlQ,,,,,,,,,,IT services company in United States of America
Hyperlink Infosystem,"285 Fulton St Suite 8500, New York, NY 10007",285 Fulton St Suite 8500,"New York, NY 10007",Software company,,(309) 791-4105,YES,,4.7,https://search.google.com/local/reviews?placeid=ChIJQxDwzxtawokRVYGbs089Gso&authuser=0&hl=en&gl=US,14563019757580943701,,40.713637999999996,-74.0087211,www.hyperlinkinfosystem.com/,hyperlinkinfosystem.com,Sunday(2026-02-01): [Open 24 hours],https://www.google.com/search?kgmid=/g/11f53pg47b,/g/11f53pg47b,https://www.google.com/maps?cid=14563019757580943701,ChIJQxDwzxtawokRVYGbs089Gso,,,,,,,,,,IT services company in United States of America
Anexia - IT & Cloud Services New York,"152 W 57th St 20th floor, New York, NY 10019",152 W 57th St 20th floor,"New York, NY 10019",Software company,,(646) 571-1231,YES,,4.5,https://search.google.com/local/reviews?placeid=ChIJgXjGkOJZwokRtX_RBY2xGwo&authuser=0&hl=en&gl=US,728370983996587957,,40.7650076,-73.9796811,anexia.com/,anexia.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11h7fzm8jm,/g/11h7fzm8jm,https://www.google.com/maps?cid=728370983996587957,ChIJgXjGkOJZwokRtX_RBY2xGwo,,,,,,,,,,IT services company in United States of America
"Soft Tech Group, Inc","845 3rd Ave Suite 630 6th Floor, New York, NY 10022",845 3rd Ave Suite 630 6th Floor,"New York, NY 10022","Software company, Consultant",,(347) 820-3460,YES,,3,https://search.google.com/local/reviews?placeid=ChIJc9bjY_1YwokRywvirvu3JV0&authuser=0&hl=en&gl=US,6711973111264316363,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xBIh4moZS1uOjF3mJQjo7w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=113.25077&pitch=0&thumbfov=100,40.7566468,-73.9698044,softtechgroup.us/,softtechgroup.us,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11cs4fhsjr,/g/11cs4fhsjr,https://www.google.com/maps?cid=6711973111264316363,ChIJc9bjY_1YwokRywvirvu3JV0,,,,,,,,,,IT services company in United States of America
American Technology Services,"250 Broadway Suite 610, New York, NY 10007",250 Broadway Suite 610,"New York, NY 10007",Computer support and services,,(703) 876-0300,YES,,5,https://search.google.com/local/reviews?placeid=ChIJoyrBMrRbwokR8JUcRDOJFlQ&authuser=0&hl=en&gl=US,6059181201952642544,,40.7125163,-74.00783249999999,networkats.com/,networkats.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11y3x15xh3,/g/11y3x15xh3,https://www.google.com/maps?cid=6059181201952642544,ChIJoyrBMrRbwokR8JUcRDOJFlQ,,,,,,,,,,IT services company in United States of America
ThinkTech IT,"611 Broadway #525, New York, NY 10012",611 Broadway #525,"New York, NY 10012",Computer support and services,,(888) 574-6365,YES,,4.9,https://search.google.com/local/reviews?placeid=ChIJ6WKGzPRZwokRqEJpnJ7I4hA&authuser=0&hl=en&gl=US,1216755432897987240,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vmkg7DzGVcAV2xB2igo69g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=292.8533&pitch=0&thumbfov=100,40.7259434,-73.99668849999999,thinktechit.com/,thinktechit.com,,https://www.google.com/search?kgmid=/g/11gy3h87s0,/g/11gy3h87s0,https://www.google.com/maps?cid=1216755432897987240,ChIJ6WKGzPRZwokRqEJpnJ7I4hA,,,,,,,,,,IT services company in United States of America
USA Corporate Services Inc.,"19 W 34th St. SUIT 1018, New York, NY 10001",19 W 34th St. SUIT 1018,"New York, NY 10001","Business to business service, Corporate office",,(212) 239-5050,YES,,4.3,https://search.google.com/local/reviews?placeid=ChIJKQs3CqlZwokRj5WCxTr1qR0&authuser=0&hl=en&gl=US,2137509130934588815,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X2O0kW59jaEHVI3fYDvsqQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=57.00693&pitch=0&thumbfov=100,40.7492549,-73.9858972,www.usa-corporate.com/,usa-corporate.com,Sunday(2026-02-01): [7 AM–8 PM],https://www.google.com/search?kgmid=/g/1v2pr3pw,/g/1v2pr3pw,https://www.google.com/maps?cid=2137509130934588815,ChIJKQs3CqlZwokRj5WCxTr1qR0,,,,,,,,,,IT services company in United States of America
Cuelogic Technologies An LTI Company,"134 W 29th St #610, New York, NY 10001",134 W 29th St #610,"New York, NY 10001",Software company,,(347) 374-8437,NO,,4.3,https://search.google.com/local/reviews?placeid=ChIJhcHnd69ZwokR0l7DMAOkXFI&authuser=0&hl=en&gl=US,5934798742577438418,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QXRlPIVaCp_bluVbqtN5Jw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=209.85324&pitch=0&thumbfov=100,40.7471397,-73.9917813,www.cuelogic.com/custom-software-development,cuelogic.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11c1rs8xbq,/g/11c1rs8xbq,https://www.google.com/maps?cid=5934798742577438418,ChIJhcHnd69ZwokR0l7DMAOkXFI,,,,,,,,,,IT services company in United States of America
"New York Capital Technologies, LLC","99 Wall St suite 512, New York, NY 10005",99 Wall St suite 512,"New York, NY 10005","Computer support and services, Computer consultant, Computer networking service, Computer security service, Computer wholesaler, Website designer",,(929) 277-7996,YES,,5,https://search.google.com/local/reviews?placeid=ChIJ42lGAR9bwokRT9VzBfWt3SE&authuser=0&hl=en&gl=US,2440297840974746959,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w2WaYs5o5-Si-a5gZiRcXw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=238.56955&pitch=0&thumbfov=100,40.7048062,-74.0072812,nycapitaltech.com/,nycapitaltech.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11h18w_pkm,/g/11h18w_pkm,https://www.google.com/maps?cid=2440297840974746959,ChIJ42lGAR9bwokRT9VzBfWt3SE,,,,,,,,,,IT services company in United States of America
Enigma Technologies,"32 Mercer St 8th Fl, New York, NY 10013",32 Mercer St 8th Fl,"New York, NY 10013",Software company,,(800) 510-2856,NO,,4.7,https://search.google.com/local/reviews?placeid=ChIJsaezNIlZwokR4CqK6QNOU8E&authuser=0&hl=en&gl=US,13930563851097090784,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lIOtaBSgi2wcn6PCIKC8VA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=138.67206&pitch=0&thumbfov=100,40.7209772,-74.0015815,enigma.com/,enigma.com,,https://www.google.com/search?kgmid=/g/12q4v1gdh,/g/12q4v1gdh,https://www.google.com/maps?cid=13930563851097090784,ChIJsaezNIlZwokR4CqK6QNOU8E,,,,,,,,,,IT services company in United States of America
Global IT Solutions (GITSUS),"1133 E 35th St, Brooklyn, NY 11210",1133 E 35th St,"Brooklyn, NY 11210",Software company,,(718) 676-9575,YES,,5,https://search.google.com/local/reviews?placeid=ChIJx1rr96tEwokRst4w-fD2L7U&authuser=0&hl=en&gl=US,13055925359603670706,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xjZevVVDUhhjZGyMSyzqCw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=99.72177&pitch=0&thumbfov=100,40.6262891,-73.9417718,gitsus.com/,gitsus.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11g8v60vng,/g/11g8v60vng,https://www.google.com/maps?cid=13055925359603670706,ChIJx1rr96tEwokRst4w-fD2L7U,,,,,,,,,,IT services company in United States of America
Tristate IT,"1483 York Ave #20683, New York, NY 10075",1483 York Ave #20683,"New York, NY 10075","Computer support and services, Computer consultant, Computer networking service, Computer repair service, Computer security service, Computer service, Data recovery service, Engineer, Information services, Software company",,(212) 245-8324,YES,,5,https://search.google.com/local/reviews?placeid=ChIJKUND_tMaJgoRqmWipDuIanA&authuser=0&hl=en&gl=US,8100436669525812650,,40.771161299999996,-73.9508646,tristateit.net/,tristateit.net,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11vl0y0j61,/g/11vl0y0j61,https://www.google.com/maps?cid=8100436669525812650,ChIJKUND_tMaJgoRqmWipDuIanA,,,,,,,,,,IT services company in United States of America
IN NYC IT,"11 Broadway Suite 466, New York, NY 10004",11 Broadway Suite 466,"New York, NY 10004","Computer support and services, Computer consultant",,(212) 390-0190,YES,,5,https://search.google.com/local/reviews?placeid=ChIJY77RyIBbwokR9jPIeJukS28&authuser=0&hl=en&gl=US,8019684549116572662,,40.7053059,-74.0140199,innycit.com/,innycit.com,Sunday(2026-02-01): [Open 24 hours],https://www.google.com/search?kgmid=/g/11g07br2mj,/g/11g07br2mj,https://www.google.com/maps?cid=8019684549116572662,ChIJY77RyIBbwokR9jPIeJukS28,,,,,,,,,,IT services company in United States of America
Integrated Technology Systems,"6 E 45th St Suite 400, New York, NY 10017",6 E 45th St Suite 400,"New York, NY 10017","Computer security service, Computer support and services, Information services",,(212) 750-5420,YES,,5,https://search.google.com/local/reviews?placeid=ChIJkW0InftYwokRiP1F5VW_Pnw&authuser=0&hl=en&gl=US,8952803484898819464,,40.7549194,-73.9788937,www.itsnyc.com/,itsnyc.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/1tfmp9bc,/g/1tfmp9bc,https://www.google.com/maps?cid=8952803484898819464,ChIJkW0InftYwokRiP1F5VW_Pnw,,,,,,,,,,IT services company in United States of America
CompuConnect Inc - IT Services,"324 Grand Ave, Brooklyn, NY 11238",324 Grand Ave,"Brooklyn, NY 11238","Computer support and services, Computer consultant, Computer security service, Computer service",,(718) 301-7070,YES,,5,https://search.google.com/local/reviews?placeid=ChIJL1sjSrxbwokRWrW8ZD8KJ7c&authuser=0&hl=en&gl=US,13197528500421834074,,40.686637,-73.9627579,www.compuconnect.it/,compuconnect.it,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11dzw6r6ll,/g/11dzw6r6ll,https://www.google.com/maps?cid=13197528500421834074,ChIJL1sjSrxbwokRWrW8ZD8KJ7c,,,,,,,,,,IT services company in United States of America
ThinkTech IT,"611 Broadway #525, New York, NY 10012",611 Broadway #525,"New York, NY 10012",Computer support and services,,(888) 574-6365,YES,,4.9,https://search.google.com/local/reviews?placeid=ChIJ6WKGzPRZwokRqEJpnJ7I4hA&authuser=0&hl=en&gl=US,1216755432897987240,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vmkg7DzGVcAV2xB2igo69g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=292.8533&pitch=0&thumbfov=100,40.7259434,-73.99668849999999,thinktechit.com/,thinktechit.com,,https://www.google.com/search?kgmid=/g/11gy3h87s0,/g/11gy3h87s0,https://www.google.com/maps?cid=1216755432897987240,ChIJ6WKGzPRZwokRqEJpnJ7I4hA,,,,,,,,,,IT services company in United States of America
Software Development Company : Cloudester Software LLC,"85 Delancey St, New York, NY 10002",85 Delancey St,"New York, NY 10002",Software company,,(929) 325-0230,YES,,5,https://search.google.com/local/reviews?placeid=ChIJC3YhFgRbwokRrjy16JGm5io&authuser=0&hl=en&gl=US,3091341339841084590,,40.7187485,-73.989578,cloudester.com/,cloudester.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11n_t4_sbk,/g/11n_t4_sbk,https://www.google.com/maps?cid=3091341339841084590,ChIJC3YhFgRbwokRrjy16JGm5io,,,,,,,,,,IT services company in United States of America
Smart Technologies & Services USA LLC,"25 Washington St, Brooklyn, NY 11201",25 Washington St,"Brooklyn, NY 11201",Software company,,(347) 471-7544,NO,,,https://search.google.com/local/reviews?placeid=ChIJUWMCezFawokRZB6Uzvc3ZhA&authuser=0&hl=en&gl=US,1181693489693597284,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-WonR6GHWylTcadbgam3IQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=125.83653&pitch=0&thumbfov=100,40.703624999999995,-73.9894277,smarttechnologiesusa.com/,smarttechnologiesusa.com,,https://www.google.com/search?kgmid=/g/11tmpqlkqc,/g/11tmpqlkqc,https://www.google.com/maps?cid=1181693489693597284,ChIJUWMCezFawokRZB6Uzvc3ZhA,,,,,,,,,,IT services company in United States of America
IT Systems Solutions,"7 W 36th St., New York, NY 10018",7 W 36th St.,"New York, NY 10018",,,(212) 818-9052,YES,,5,https://search.google.com/local/reviews?placeid=ChIJsT_pywpZwokR4z-hB_fyaM4&authuser=0&hl=en&gl=US,14873404912189915107,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yhDfxwKj7eCGroMAdjGlqg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=53.333065&pitch=0&thumbfov=100,40.7502624,-73.9842445,itsyssol.com/,itsyssol.com,Sunday(2026-02-01): [Open 24 hours],https://www.google.com/search?kgmid=/g/11n7bcg2yh,/g/11n7bcg2yh,https://www.google.com/maps?cid=14873404912189915107,ChIJsT_pywpZwokR4z-hB_fyaM4,,,,,,,,,,IT services company in United States of America
Agicent App Company NYC,"60 E 42nd St 46th floor, New York, NY 10165",60 E 42nd St 46th floor,"New York, NY 10165","Software company, Computer consultant, Computer service, Website designer",,(646) 466-4369,YES,,5,https://search.google.com/local/reviews?placeid=ChIJpXA7cnZZwokRIWR-QLMXF3U&authuser=0&hl=en&gl=US,8437238485550523425,,40.7521961,-73.9787133,www.agicent.com/,agicent.com,Sunday(2026-02-01): [Open 24 hours],https://www.google.com/search?kgmid=/g/11rwpbbp_d,/g/11rwpbbp_d,https://www.google.com/maps?cid=8437238485550523425,ChIJpXA7cnZZwokRIWR-QLMXF3U,,,,,,,,,,IT services company in United States of America
Inheritx Solutions - Web & Mobile App Solutions - USA,"222 Broadway, New York, NY 10038",222 Broadway,"New York, NY 10038",Software company,,(347) 394-0007,YES,,5,https://search.google.com/local/reviews?placeid=ChIJQ8SxcWFbwokRhckyZY5DrWA&authuser=0&hl=en&gl=US,6966298477474269573,,40.7107509,-74.00812169999999,www.inheritx.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_us,inheritx.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11j7dbc37s,/g/11j7dbc37s,https://www.google.com/maps?cid=6966298477474269573,ChIJQ8SxcWFbwokRhckyZY5DrWA,,,,,,,,,,IT services company in United States of America
Carden IT Services LLC,"85 Broad St, New York, NY 10004",85 Broad St,"New York, NY 10004","Computer security service, Computer consultant, Computer networking service, Computer support and services",,(646) 461-9176,YES,,5,https://search.google.com/local/reviews?placeid=ChIJCbO-805bwokRSSKtOvm5vaQ&authuser=0&hl=en&gl=US,11870848672900915785,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5wYmJjn19rWS7rSiXvpBLg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=100.405624&pitch=0&thumbfov=100,40.7039756,-74.0111366,www.cardenitservices.com/,cardenitservices.com,Sunday(2026-02-01): [Open 24 hours],https://www.google.com/search?kgmid=/g/11h88488m4,/g/11h88488m4,https://www.google.com/maps?cid=11870848672900915785,ChIJCbO-805bwokRSSKtOvm5vaQ,,,,,,,,,,IT services company in United States of America
Delaney Computer Services Inc.,"276 5th Ave #800, New York, NY 10001",276 5th Ave #800,"New York, NY 10001","Computer support and services, Computer consultant, Computer networking service, Computer security service, Telecommunications contractor, Web hosting company",,(212) 561-3500,YES,,5,https://search.google.com/local/reviews?placeid=ChIJf1G0b6pZwokRF4jo1CQaVow&authuser=0&hl=en&gl=US,10112298758800181271,,40.7459637,-73.98690549999999,www.dcsny.com/,dcsny.com,Sunday(2026-02-01): [Closed],https://www.google.com/search?kgmid=/g/11b76lpcx9,/g/11b76lpcx9,https://www.google.com/maps?cid=10112298758800181271,ChIJf1G0b6pZwokRF4jo1CQaVow,,,,,,,,,,IT services company in United States of America
