Name,Full Address,Street,Municipality,Categories,Price,Phone,Claimed,Review Count,Average Rating,Review Url,Cid,Featured Image,Latitude,Longitude,Website,Domain,Opening Hours,Google Knowledge Url,Kgmid,Google Maps Url,Place Id,Emails,Facebook Links,Instagram Links,Youtube Links,Tiktok Links,Linkedin Links,Twitter Links,Yelp Links,Pinterest Links,Search Keyword
"Eisenlauer Team, Des Moines Real Estate Agents","932 N Shadyview Blvd, Pleasant Hill, IA 50327",932 N Shadyview Blvd,"Pleasant Hill, IA 50327","Real estate agent, Real estate consultant",,(515) 979-2883,YES,,5,https://search.google.com/local/reviews?placeid=ChIJm3Z2CpCW7ocRoXneta9282o&authuser=0&hl=en&gl=US,7706633884403661217,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A7uT0qyTT2mDO-b3IpMk9A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=82.86348&pitch=0&thumbfov=100,41.5986884,-93.5103352,eisenlauerteam.com/,eisenlauerteam.com,Sunday(2026-01-25): [Closed],https://www.google.com/search?kgmid=/g/1tdhmct1,/g/1tdhmct1,https://www.google.com/maps?cid=7706633884403661217,ChIJm3Z2CpCW7ocRoXneta9282o,,,,,,,,,,Real estate companies
Key Real Estate,"501 S Main St # 2A, Council Bluffs, IA 51503",501 S Main St # 2A,"Council Bluffs, IA 51503",Real estate agency,,(712) 328-3133,YES,,4,https://search.google.com/local/reviews?placeid=ChIJa6ZZTvmEk4cRI2KBltPXQ5o&authuser=0&hl=en&gl=US,11115965609043649059,,41.256886699999995,-95.8506343,www.keyre.com/,keyre.com,Sunday(2026-01-25): [Closed],https://www.google.com/search?kgmid=/g/1trrdq08,/g/1trrdq08,https://www.google.com/maps?cid=11115965609043649059,ChIJa6ZZTvmEk4cRI2KBltPXQ5o,,,,,,,,,,Real estate companies
Agency Iowa,"Agency Iowa, 1551 SW Prairie Trail Pkwy, Ankeny, IA 50023",1551 SW Prairie Trail Pkwy,"Ankeny, IA 50023","Real estate agency, Real estate agent",,(515) 877-4692,YES,,5,https://search.google.com/local/reviews?placeid=ChIJDQ3B1YyP7ocR5IUVF9eI-CQ&authuser=0&hl=en&gl=US,2664029636976281060,,41.7091944,-93.6203159,www.agencyiowa.com/,agencyiowa.com,Sunday(2026-01-25): [Closed],https://www.google.com/search?kgmid=/g/11rylqhznb,/g/11rylqhznb,https://www.google.com/maps?cid=2664029636976281060,ChIJDQ3B1YyP7ocR5IUVF9eI-CQ,,,,,,,,,,Real estate companies
Morse Real Estate,"623 W Broadway #104, Council Bluffs, IA 51502",623 W Broadway #104,"Council Bluffs, IA 51502","Real estate agency, Commercial real estate agency, Industrial real estate agency, Real estate agent, Real estate consultant",,(402) 677-6356,YES,,4.5,https://search.google.com/local/reviews?placeid=ChIJ10_EL5CCk4cRC9jI-BI_aeQ&authuser=0&hl=en&gl=US,16458755663918061579,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=irT-pFZWZnw5MEhb-G5cRg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=185.8658&pitch=0&thumbfov=100,41.261041399999996,-95.8532906,morse-re.com/,morse-re.com,Sunday(2026-01-25): [Closed],https://www.google.com/search?kgmid=/g/11bzq3x695,/g/11bzq3x695,https://www.google.com/maps?cid=16458755663918061579,ChIJ10_EL5CCk4cRC9jI-BI_aeQ,,,,,,,,,,Real estate companies
Lake Panorama Realty,"5370 Chimra Rd, Panora, IA 50216",5370 Chimra Rd,"Panora, IA 50216","Real estate agency, Real estate agent, Real estate consultant",,(641) 755-3276,YES,,5,https://search.google.com/local/reviews?placeid=ChIJS01Px51X7IcRwkVSzzhiGiw&authuser=0&hl=en&gl=US,3177960483199272386,,41.7087347,-94.3634427,www.lakepanoramarealty.com/,lakepanoramarealty.com,Sunday(2026-01-25): [Open 24 hours],https://www.google.com/search?kgmid=/g/1tvm39wg,/g/1tvm39wg,https://www.google.com/maps?cid=3177960483199272386,ChIJS01Px51X7IcRwkVSzzhiGiw,,,,,,,,,,Real estate companies
Real Advantage Partners,"3880 Prairie Fire NW Ste 600, Altoona, IA 50009",3880 Prairie Fire NW Ste 600,"Altoona, IA 50009","Real estate agency, Real estate agent",,(515) 631-5808,YES,,5,https://search.google.com/local/reviews?placeid=ChIJ47qyvziT7ocRbfx-sb1GWVU&authuser=0&hl=en&gl=US,6150024546691775597,,41.6519219,-93.50835909999999,www.realadvantagepartners.com/,realadvantagepartners.com,Sunday(2026-01-25): [7:30 AM–8:30 PM],https://www.google.com/search?kgmid=/g/11h6nt0rql,/g/11h6nt0rql,https://www.google.com/maps?cid=6150024546691775597,ChIJ47qyvziT7ocRbfx-sb1GWVU,,,,,,,,,,Real estate companies
"Heartland Properties, Inc","535 W Broadway #100, Council Bluffs, IA 51503",535 W Broadway #100,"Council Bluffs, IA 51503","Real estate agency, Commercial real estate agency, Property investment company, Property management company, Real estate agent, Real estate appraiser, Real estate consultant",,(712) 325-0445,YES,,4.7,https://search.google.com/local/reviews?placeid=ChIJoTbvgvyEk4cRvEEnuXuClRo&authuser=0&hl=en&gl=US,1915580684414960060,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H3-QN1hlVXhaEcLliZelgg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=83.88394&pitch=0&thumbfov=100,41.2608909,-95.8513488,www.heartlandproperties.com/,heartlandproperties.com,Sunday(2026-01-25): [Closed],https://www.google.com/search?kgmid=/g/11byvs6cmw,/g/11byvs6cmw,https://www.google.com/maps?cid=1915580684414960060,ChIJoTbvgvyEk4cRvEEnuXuClRo,,,,,,,,,,Real estate companies
Omaha Real Estate Agent Todd Bartusek - Berkshire Hathaway HomeServices All Metro Real Estate Group,"10404 Essex Ct Suite 201, Omaha, NE 68114",10404 Essex Ct Suite 201,"Omaha, NE 68114","Real estate agency, Real estate agent, Real estate consultant",,(402) 614-1514,YES,,5,https://search.google.com/local/reviews?placeid=ChIJyY_pW9mNk4cRgETW5fTvD7Q&authuser=0&hl=en&gl=US,12974852886584771712,,41.257093,-96.0751451,www.homesforsaleomaha.com/,homesforsaleomaha.com,Sunday(2026-01-25): [Open 24 hours],https://www.google.com/search?kgmid=/g/11hbqdw23s,/g/11hbqdw23s,https://www.google.com/maps?cid=12974852886584771712,ChIJyY_pW9mNk4cRgETW5fTvD7Q,,,,,,,,,,Real estate companies
Iowa Realty - Joe Henry,"200 Army Post Rd Ste 60, Des Moines, IA 50315",200 Army Post Rd Ste 60,"Des Moines, IA 50315","Real estate agency, Real estate agent",,(515) 208-7312,YES,,4.7,https://search.google.com/local/reviews?placeid=ChIJd2m6hz6i7ocRwx8MagED5_Q&authuser=0&hl=en&gl=US,17647076969483608003,,41.526142199999995,-93.6193618,agentjoehenry.com/,agentjoehenry.com,Sunday(2026-01-25): [Open 24 hours],https://www.google.com/search?kgmid=/g/1tcz8whd,/g/1tcz8whd,https://www.google.com/maps?cid=17647076969483608003,ChIJd2m6hz6i7ocRwx8MagED5_Q,,,,,,,,,,Real estate companies
BojiHomes.com Team | Aaron Jones & Associates,"272 Okoboji Grove Rd N, Arnolds Park, IA 51331",272 Okoboji Grove Rd N,"Arnolds Park, IA 51331","Real estate agency, Commercial real estate agency, Real estate agent, Real estate developer",,(712) 320-9442,YES,,5,https://search.google.com/local/reviews?placeid=ChIJAd6FNzS0jIcR58DSjFQSX4A&authuser=0&hl=en&gl=US,9250132313991463143,,43.3718812,-95.1249871,www.bojihomes.com/,bojihomes.com,Sunday(2026-01-25): [Open 24 hours],https://www.google.com/search?kgmid=/g/11cjhzm531,/g/11cjhzm531,https://www.google.com/maps?cid=9250132313991463143,ChIJAd6FNzS0jIcR58DSjFQSX4A,,,,,,,,,,Real estate companies
Your Real Estate Choice Inc.,"1110 N Broadway St, Red Oak, IA 51566",1110 N Broadway St,"Red Oak, IA 51566",Real estate agency,,(712) 623-9000,YES,,4.8,https://search.google.com/local/reviews?placeid=ChIJ-z-sFcKvlIcRgGu94jDXnww&authuser=0&hl=en&gl=US,909682254714596224,,41.0147366,-95.2325128,www.yourrealestatechoice.com/,yourrealestatechoice.com,Sunday(2026-01-25): [Closed],https://www.google.com/search?kgmid=/g/1vg4k940,/g/1vg4k940,https://www.google.com/maps?cid=909682254714596224,ChIJ-z-sFcKvlIcRgGu94jDXnww,,,,,,,,,,Real estate companies
Exp Realty - Your Advantage Team Omaha Real Estate Agents | Tyler Bundy,"5814 S 142 St STE B, Omaha, NE 68137",5814 S 142 St STE B,"Omaha, NE 68137",Real estate agent,,(402) 699-6226,YES,,4.9,https://search.google.com/local/reviews?placeid=ChIJwyEg_riSk4cRjYCAj0Ji464&authuser=0&hl=en&gl=US,12602024220327706765,,41.1997,-96.1364,www.pocketmoreforless.com/,pocketmoreforless.com,Sunday(2026-01-25): [7 AM–9 PM],https://www.google.com/search?kgmid=/g/11b8c2ljdr,/g/11b8c2ljdr,https://www.google.com/maps?cid=12602024220327706765,ChIJwyEg_riSk4cRjYCAj0Ji464,,,,,,,,,,Real estate companies
Leah Johnson - Realtor,"900 Woodbury Ave Ste 6, Council Bluffs, IA 51503",900 Woodbury Ave Ste 6,"Council Bluffs, IA 51503","Real estate agency, Commercial real estate agency, Property investment company, Real estate agent, Real estate appraiser, Real estate consultant",,(402) 575-1911,YES,,5,https://search.google.com/local/reviews?placeid=ChIJd8vtZMiFk4cR_ZXGQMPJuYs&authuser=0&hl=en&gl=US,10068300282406016509,,41.2388536,-95.8269736,listedwithleah.com/,listedwithleah.com,Sunday(2026-01-25): [Open 24 hours],https://www.google.com/search?kgmid=/g/11r5ghxp9d,/g/11r5ghxp9d,https://www.google.com/maps?cid=10068300282406016509,ChIJd8vtZMiFk4cR_ZXGQMPJuYs,,,,,,,,,,Real estate companies
Stuart + Associates Real Estate Group | REAL,"1402 Jones St, Omaha, NE 68102",1402 Jones St,"Omaha, NE 68102","Real estate agency, Real estate agent, Real estate consultant",,(402) 689-1769,YES,,5,https://search.google.com/local/reviews?placeid=ChIJrQBvWfmEk4cRLvqJQSRaOo0&authuser=0&hl=en&gl=US,10176545419761941038,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V0WU6sOyiJVBivnrA3YjWQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=4.4778337&pitch=0&thumbfov=100,41.2537337,-95.9349443,beacons.ai/soldbystuart,beacons.ai,Sunday(2026-01-25): [8 AM–8 PM],https://www.google.com/search?kgmid=/g/12hk2blw6,/g/12hk2blw6,https://www.google.com/maps?cid=10176545419761941038,ChIJrQBvWfmEk4cRLvqJQSRaOo0,,,,,,,,,,Real estate companies
Teresa Elliott Real Estate,"13340 California St, Omaha, NE 68154",13340 California St,"Omaha, NE 68154",Real estate consultant,,(402) 690-1573,YES,,5,https://search.google.com/local/reviews?placeid=ChIJLYvPpW_yk4cRSP_09WqI0kw&authuser=0&hl=en&gl=US,5535636884966145864,,41.2665794,-96.1228319,www.elliottomaha.com/,elliottomaha.com,Sunday(2026-01-25): [Open 24 hours],https://www.google.com/search?kgmid=/g/1tgmwsrh,/g/1tgmwsrh,https://www.google.com/maps?cid=5535636884966145864,ChIJLYvPpW_yk4cRSP_09WqI0kw,,,,,,,,,,Real estate companies
Kathy Welch - Nebraska Realty,"17117 Burt St, Omaha, NE 68118",17117 Burt St,"Omaha, NE 68118",Real estate agent,,(402) 884-4840,YES,,5,https://search.google.com/local/reviews?placeid=ChIJz3vw6X3xk4cR5cLpR2kiYS8&authuser=0&hl=en&gl=US,3414047828096959205,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O4VLjGV-G0gfkBEUFRukww&cb_client=search.gws-prod.gps&w=80&h=92&yaw=289.61047&pitch=0&thumbfov=100,41.2641517,-96.18279009999999,www.nebraskarealty.com/agents/kathy-welch,nebraskarealty.com,Sunday(2026-01-25): [Open 24 hours],https://www.google.com/search?kgmid=/g/11jzgyhnb0,/g/11jzgyhnb0,https://www.google.com/maps?cid=3414047828096959205,ChIJz3vw6X3xk4cR5cLpR2kiYS8,,,,,,,,,,Real estate companies
"""Mo"" Monica Albers, Realty ONE Group Sterling Omaha","254 N 114th St, Omaha, NE 68154",254 N 114th St,"Omaha, NE 68154","Real estate agent, Home builder, Property investment company, Property management company, Real estate consultant, Real estate rental agency",,(402) 609-9495,YES,,5,https://search.google.com/local/reviews?placeid=ChIJ1UzoDkXxk4cR2PmQhCy_6Jk&authuser=0&hl=en&gl=US,11090324280323406296,,41.259907399999996,-96.0915315,mobuysellhomes.com/,mobuysellhomes.com,Sunday(2026-01-25): [Open 24 hours],https://www.google.com/search?kgmid=/g/11p9znzrqj,/g/11p9znzrqj,https://www.google.com/maps?cid=11090324280323406296,ChIJ1UzoDkXxk4cR2PmQhCy_6Jk,,,,,,,,,,Real estate companies
Amy Nuckoles - Nebraska Realty,"17117 Burt St, Omaha, NE 68118",17117 Burt St,"Omaha, NE 68118",Real estate agent,,(843) 367-4171,YES,,5,https://search.google.com/local/reviews?placeid=ChIJZ4OoI5Xxk4cRve0rhnK35Dw&authuser=0&hl=en&gl=US,4387833639470886333,,41.2641518,-96.18279009999999,amynuckoles.com/,amynuckoles.com,Sunday(2026-01-25): [Open 24 hours],https://www.google.com/search?kgmid=/g/11q95bnrgc,/g/11q95bnrgc,https://www.google.com/maps?cid=4387833639470886333,ChIJZ4OoI5Xxk4cRve0rhnK35Dw,,,,,,,,,,Real estate companies
OKOmaha Real Estate Co.,"7701 Pacific St Ste 122, Omaha, NE 68114",7701 Pacific St Ste 122,"Omaha, NE 68114",Real estate agency,,(402) 905-2247,YES,,2.9,https://search.google.com/local/reviews?placeid=ChIJr7VMQCGPk4cRtyxkN3NZUSE&authuser=0&hl=en&gl=US,2400798427750608055,,41.248353699999996,-96.0328092,okomaharealestate.com/,okomaharealestate.com,Sunday(2026-01-25): [Closed],https://www.google.com/search?kgmid=/g/11bccllzz_,/g/11bccllzz_,https://www.google.com/maps?cid=2400798427750608055,ChIJr7VMQCGPk4cRtyxkN3NZUSE,,,,,,,,,,Real estate companies
Joe & Becky Evans - Your Omaha Real Estate Agents,"331 Village Pointe Plaza Suite 300, Omaha, NE 68118",331 Village Pointe Plaza Suite 300,"Omaha, NE 68118",Real estate agent,,(402) 612-7993,YES,,5,https://search.google.com/local/reviews?placeid=ChIJK6fpbN34si4RTEEq6MHV-0c&authuser=0&hl=en&gl=US,5186974424647745868,,41.2590875,-96.192562,joeevans.bhhsambre.com/,joeevans.bhhsambre.com,Sunday(2026-01-25): [Open 24 hours],https://www.google.com/search?kgmid=/g/11vj671c0c,/g/11vj671c0c,https://www.google.com/maps?cid=5186974424647745868,ChIJK6fpbN34si4RTEEq6MHV-0c,,,,,,,,,,Real estate companies
Meyer & Gross Real Estate Co.,"621 Poplar St, Atlantic, IA 50022",621 Poplar St,"Atlantic, IA 50022",Real estate agency,,(712) 243-4100,YES,,4.8,https://search.google.com/local/reviews?placeid=ChIJy3hzoIOz7IcRop1LE-eaC0w&authuser=0&hl=en&gl=US,5479643688878185890,,41.4041633,-95.01477679999999,www.meyerandgross.com/,meyerandgross.com,Sunday(2026-01-25): [Closed],https://www.google.com/search?kgmid=/g/1tgqjzpc,/g/1tgqjzpc,https://www.google.com/maps?cid=5479643688878185890,ChIJy3hzoIOz7IcRop1LE-eaC0w,,,,,,,,,,Real estate companies
National Land Realty - Omaha,"2020 Fieldcrest Dr, Blair, NE 68008",2020 Fieldcrest Dr,"Blair, NE 68008","Real estate agency, Commercial real estate agency",,(855) 384-5263,YES,,5,https://search.google.com/local/reviews?placeid=ChIJyW5s2CP4k4cRzpw-gY_u-5k&authuser=0&hl=en&gl=US,11095724407073447118,,41.5595711,-96.1434422,nationalland.com/land-brokerage/Blair-NE/blair-ne-office,nationalland.com,Sunday(2026-01-25): [Closed],https://www.google.com/search?kgmid=/g/1tdg3qgq,/g/1tdg3qgq,https://www.google.com/maps?cid=11095724407073447118,ChIJyW5s2CP4k4cRzpw-gY_u-5k,,,,,,,,,,Real estate companies
"Professional Realty Group of Berkshire Hathaway HomeServices Ambassador Real Estate, Ben Bleicher, Realtor","3201 Pioneers Blvd #32, Lincoln, NE 68502",3201 Pioneers Blvd #32,"Lincoln, NE 68502","Real estate agency, Commercial real estate agency, Real estate agent, Real estate appraiser, Real estate consultant, Real estate developer, Remodeler",,(402) 419-6309,YES,,4.7,https://search.google.com/local/reviews?placeid=ChIJw8hqhxe-locRJp4oAl6iqtc&authuser=0&hl=en&gl=US,15540411988842159654,,40.7694475,-96.67399259999999,www.prg-ne.com/,prg-ne.com,Sunday(2026-01-25): [Closed],https://www.google.com/search?kgmid=/g/11bw5tryt3,/g/11bw5tryt3,https://www.google.com/maps?cid=15540411988842159654,ChIJw8hqhxe-locRJp4oAl6iqtc,,,,,,,,,,Real estate companies
"Justin Ogburn, REALTOR® - Revel Realty","1313 Harlan Dr, Bellevue, NE 68005",1313 Harlan Dr,"Bellevue, NE 68005","Real estate agency, Property management company, Real estate agent, Real estate consultant",,(402) 600-3006,YES,,5,https://search.google.com/local/reviews?placeid=ChIJ-dsBuXYzWQQRsfKD0rpoTNw&authuser=0&hl=en&gl=US,15874177938179224241,,41.1403806,-95.9118129,www.justinogburn.com/,justinogburn.com,Sunday(2026-01-25): [Open 24 hours],https://www.google.com/search?kgmid=/g/11s87twp01,/g/11s87twp01,https://www.google.com/maps?cid=15874177938179224241,ChIJ-dsBuXYzWQQRsfKD0rpoTNw,,,,,,,,,,Real estate companies
Peterson Bros Realty,"5634 S 85th Cir Ste 201, Omaha, NE 68127",5634 S 85th Cir Ste 201,"Omaha, NE 68127","Real estate agency, Commercial real estate agency, Property maintenance, Property management company, Real estate rental agency",,(402) 397-8700,YES,,4.5,https://search.google.com/local/reviews?placeid=ChIJp2OfJECNk4cRJ3fYFxYNEq0&authuser=0&hl=en&gl=US,12471044706682828583,,41.1997815,-96.0449648,petersonbrosrealty.com/,petersonbrosrealty.com,Sunday(2026-01-25): [Closed],https://www.google.com/search?kgmid=/g/1tx4pw3g,/g/1tx4pw3g,https://www.google.com/maps?cid=12471044706682828583,ChIJp2OfJECNk4cRJ3fYFxYNEq0,,,,,,,,,,Real estate companies
Falls City Realty PC,"2222 Harlan St, Falls City, NE 68355",2222 Harlan St,"Falls City, NE 68355",Real estate agency,,(402) 245-5936,NO,,5,https://search.google.com/local/reviews?placeid=ChIJaYYpzqBxlYcRPI8dxzoad-M&authuser=0&hl=en&gl=US,16390598208589238076,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gatkp8-Z2YQAlDVFoEVBMQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=101.249954&pitch=0&thumbfov=100,40.0674821,-95.60148369999999,,,,https://www.google.com/search?kgmid=/g/1v9gkhqv,/g/1v9gkhqv,https://www.google.com/maps?cid=16390598208589238076,ChIJaYYpzqBxlYcRPI8dxzoad-M,,,,,,,,,,Real estate companies
Big Picture Real Estate Group brokered by eXp Realty,"9802 Nicholas St, Omaha, NE 68114",9802 Nicholas St,"Omaha, NE 68114","Real estate agency, Real estate agent, Real estate consultant, Short term apartment rental agency",,(402) 980-7972,YES,,5,https://search.google.com/local/reviews?placeid=ChIJ55YOuxzzk4cR_w5F1scLW1k&authuser=0&hl=en&gl=US,6438753045177503487,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ytkeIlJYoxU8u7bVKRhsuQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=21.588675&pitch=0&thumbfov=100,41.2705043,-96.06564929999999,www.bigpicturerealestategroup.com/,bigpicturerealestategroup.com,Sunday(2026-01-25): [9 AM–6 PM],https://www.google.com/search?kgmid=/g/11clwb_phk,/g/11clwb_phk,https://www.google.com/maps?cid=6438753045177503487,ChIJ55YOuxzzk4cR_w5F1scLW1k,,,,,,,,,,Real estate companies
